city,lng_min,lng_max
Hagerstown,-77.72,-77.71
Hagi,131.39,131.44
Hà Giang,104.98,105.13
Hagondange,6.16,6.33
Hagonoy,120.73,120.81
Haguenau,7.79,7.96
Hai’an,120.46,120.52
Haicheng,122.74,122.86
Hải Dương,106.33,106.34
Haifa,34.98,35.1
Haiger,8.2,8.29
Haigerloch,8.8,8.95
Haikou,110.32,110.38
Haikoucun,120.08,120.12
Haiku-Pauwela,-156.3,-156.17
Ḩā’il,41.7,41.89
Hailey,-114.3,-114.29
Hailin,129.38,129.4
Hailsham,0.25,0.29
Hailun,126.96,127.11
Haimhausen,11.56,11.62
Hainburg an der Donau,16.94,17.09
Haines City,-81.61,-81.42
Hainesport,-74.83,-74.79
Hainichen,13.12,13.29
Haiphong,106.66,106.83
Haisyn,29.39,29.54
Haiterbach,8.65,8.74
Haiwei,108.81,108.93
Haiyang,119.54,119.61
Hajdúböszörmény,21.51,21.67
Hajdúdorog,21.5,21.66
Hajdúhadház,21.66,21.66
Hajdúnánás,21.43,21.56
Hajdúsámson,21.76,21.82
Hajdúszoboszló,21.38,21.39
Hajīn,40.83,40.98
Ḩajjah,43.59,43.76
Hajnówka,23.56,23.65
Haka,94.01,94.13
Hakha,93.61,93.71
Hakkari,43.74,43.82
Hakodate,140.72,140.81
Hakone,139.02,139.11
Hakubachō,137.86,137.97
Hakui,136.77,136.86
Hala,103.99,104.08
Ḩalabjah,45.98,46.15
Halaç,64.88,65.0
Halachó,-90.08,-89.93
Halásztelek,18.98,19.05
Halawa,-157.91,-157.83
Halba,36.07,36.08
Halberstadt,11.04,11.23
Halden,11.48,11.48
Haldensleben,11.41,11.5
Haldia,88.05,88.12
Haledon,-74.18,-74.12
Halen,5.11,5.12
Hales Corners,-88.04,-87.9
Halesowen,-2.05,-1.9
Halewood,-2.84,-2.78
Halfmoon,-73.72,-73.68
Half Moon,-77.45,-77.32
Halfmoon Bay,168.12,168.19
Half Moon Bay,-122.43,-122.24
Halfway,-77.77,-77.62
Half Way Tree,-76.79,-76.6
Halifax,-63.59,-63.56
Halikko,23.07,23.07
Hālīsahar,88.42,88.56
Hallandale Beach,-80.14,-80.02
Hallbergmoos,11.75,11.85
Halle,11.96,11.98
Hallein,13.08,13.11
Hall in Tirol,11.5,11.56
Halls Creek,127.67,127.75
Hallstadt,10.88,11.06
Halluin,3.12,3.28
Halmstad,12.85,12.92
Hạ Long,107.08,107.18
Halsbrücke,13.34,13.41
Halstead,0.64,0.82
Halstenbek,9.83,9.84
Halsteren,4.27,4.28
Haltom City,-97.27,-97.23
Halton Hills,-79.95,-79.77
Halver,7.5,7.5
Ḩalwān,31.33,31.44
Halych,24.72,24.73
Hamadān,48.51,48.58
Ḩamāh,36.75,36.88
Hamamatsu,137.73,137.8
Hamanaka-sakuraminami,145.12,145.17
Hamar,11.06,11.08
Hambantota,81.11,81.24
Hambergen,8.81,8.87
Hambrücken,8.54,8.56
Hambühren,9.98,10.08
Hamburg,10.0,10.0
Hamdallay,2.4,2.5
Hamden,-72.92,-72.88
Hämeenkyrö,23.2,23.25
Hämeenlinna,24.44,24.58
Hameln,9.36,9.37
Hamhŭng,127.48,127.5
Hamilton,-64.78,-64.74
Hamilton Square,-74.65,-74.61
Hamilton Township,-78.21,-78.11
Hamina,27.19,27.2
Ham Lake,-93.2,-93.03
Hamlet,-79.7,-79.6
Hamlin,-77.91,-77.72
Hamm,7.81,7.96
Ḩammām al ‘Alīl,43.25,43.26
Hammamet,10.6,10.72
Hammam-Lif,10.32,10.32
Hammam Sousse,10.59,10.67
Hammelburg,9.9,9.96
Hammerfest,23.68,23.82
Hamminkeln,6.59,6.72
Hammond,-87.49,-87.3
Hammonton,-74.76,-74.59
Hampden,-76.98,-76.96
Hampshire,-88.51,-88.5
Hampstead,-73.63,-73.52
Hampton,-76.36,-76.35
Hampton Bays,-72.52,-72.44
Hamptonburgh,-74.25,-74.19
Ħamrun,14.48,14.52
Hamtic,121.98,122.12
Hamtramck,-83.05,-83.0
Hamura,139.31,139.49
Hamworthy,-2.01,-1.96
Hanahan,-80.0,-79.85
Hanam,127.21,127.22
Hanamaki Onsen,141.11,141.18
Hanamaulu,-159.34,-159.18
Hanau,8.91,8.98
Hanawa,140.78,140.92
Hancha,109.49,109.63
Hancheng,110.42,110.45
Hanchuan,113.82,114.01
Hancun,116.61,116.65
Handan,114.48,114.58
Handewitt,9.31,9.32
Handforth,-2.21,-2.03
Handlová,18.76,18.87
Handsworth,-1.4,-1.26
Handwāra,74.28,74.39
Hanerik,79.79,79.98
Hanford,-119.65,-119.56
Hanga Roa,-109.43,-109.25
Hang Dong,98.91,99.06
Hangu,117.77,117.82
Hangzhou,120.16,120.18
Hani i Elezit,21.29,21.42
Hankasalmi,26.43,26.61
Hanko,22.96,23.12
Hanmayingcun,117.85,117.86
Ḩannā,51.72,51.75
Hannibal,-91.39,-91.33
Hannō,139.32,139.35
Hannover,9.73,9.89
Hannoversch Münden,9.65,9.66
Hanoi,105.84,105.9
Hanover,-76.98,-76.91
Hanover Park,-88.14,-88.01
Hanson,-70.87,-70.73
Hanstedt,10.01,10.05
Hanumānnagar,86.74,86.93
Hanwell,-0.33,-0.14
Hanzhong,107.02,107.1
Haomen,101.62,101.76
Haoping,108.61,108.62
Hāora,88.31,88.33
Haparanda,24.11,24.14
Hapeville,-84.4,-84.37
Happy Valley,-122.5,-122.33
Hāpur,77.76,77.9
Haradok,29.98,30.03
Harahan,-90.2,-90.17
Haram,6.37,6.54
Harar,42.15,42.23
Harare,31.05,31.18
Ḩarastā,36.36,36.37
Harbin,126.63,126.81
Harborcreek,-79.95,-79.79
Harborne,-1.95,-1.76
Harburg,10.69,10.87
Hard,9.69,9.74
Hardeeville,-81.03,-80.98
Hardegsen,9.83,10.01
Hardenberg,6.61,6.75
Harderwijk,5.61,5.62
Hardheim,9.47,9.52
Hardinxveld-Giessendam,4.87,4.96
Hardyston,-74.55,-74.53
Harefield,-0.47,-0.32
Hareid,6.0,6.11
Harelbeke,3.31,3.31
Haren,7.21,7.39
Harenkarspel,4.77,4.77
Harfleur,0.19,0.29
Hargeysa,44.06,44.06
Ḩārim,36.51,36.56
Harinākunda,89.03,89.06
Harīpur,75.98,76.16
Harjavalta,22.14,22.28
Harker Heights,-97.64,-97.57
Harlan,-83.31,-83.11
Hârlău,26.91,27.04
Harlescott,-2.72,-2.58
Harleston,1.29,1.37
Harleysville,-75.38,-75.31
Harlingen,-97.69,-97.59
Harlington,-1.18,-1.01
Harmanli,25.91,25.93
Harmelen,4.96,5.03
Harnes,2.9,2.94
Härnösand,17.93,18.06
Harpenden,-0.35,-0.28
Harper,-7.71,-7.69
Harper Woods,-82.92,-82.77
Harqalah,10.5,10.5
Harrah,-97.18,-97.13
Harrietstown,-74.23,-74.17
Harriman,-84.56,-84.36
Harris,-77.76,-77.65
Harrisburg,-76.88,-76.84
Harris Hill,-78.67,-78.48
Harrislee,9.37,9.54
Harrison,-74.15,-73.96
Harrisonburg,-78.87,-78.83
Harrisonville,-94.34,-94.16
Harrisville,-111.98,-111.79
Harrodsburg,-84.84,-84.66
Harrogate,-1.53,-1.39
Harrow,-0.34,-0.24
Harrow on the Hill,-0.33,-0.28
Harrow Weald,-0.33,-0.22
Harsefeld,9.5,9.62
Harsewinkel,8.23,8.41
Hârşova,27.95,28.03
Harstad,16.53,16.65
Harsum,9.96,10.06
Hartberg,15.97,15.97
Hartford,-72.68,-72.59
Hartford City,-85.37,-85.21
Hartha,12.97,12.97
Hartland,-88.33,-88.17
Hartlepool,-1.21,-1.17
Hartley,0.3,0.39
Hartselle,-86.94,-86.79
Hartsville,-80.08,-79.9
Hartwell,-82.92,-82.84
Harunabad,73.13,73.17
Harvard,-88.62,-88.58
Harvest,-86.75,-86.71
Harvey,-87.65,-87.64
Harwich,1.26,1.41
Harwinton,-73.05,-72.97
Harwood Heights,-87.8,-87.67
Harworth,-1.07,-0.97
Harzgerode,11.14,11.33
Hasbergen,7.91,8.03
Hasbrouck Heights,-74.07,-73.89
Haselünne,7.46,7.48
Hashima,136.69,136.78
Hashtpar,48.9,49.01
Hasilpur,72.55,72.64
Haskovo,25.55,25.58
Hasköy,41.69,41.86
Haslach im Kinzigtal,8.08,8.23
Haslemere,-0.71,-0.66
Haslett,-84.4,-84.28
Haslingden,-2.32,-2.23
Hasparren,-1.3,-1.16
Hassa,36.53,36.58
Hassan,76.1,76.19
Hassan Abdal,72.68,72.73
Hasselt,5.33,5.44
Haßfurt,10.51,10.57
Hassi Berkane,-2.86,-2.75
Hassi Messaoud,6.06,6.15
Haßloch,8.25,8.36
Hassocks,-0.15,0.04
Hastière-par-delà,4.83,4.94
Hastings,0.56,0.74
Hastings-on-Hudson,-73.88,-73.83
Hasuda,139.66,139.83
Hatay,36.15,36.17
Hatboro,-75.1,-74.97
Hatch End,-0.37,-0.3
Haţeg,22.95,23.09
Hatfield,-0.22,-0.14
Hāthras,78.05,78.18
Hà Tiên,104.48,104.5
Hatillo de Loba,-74.07,-73.94
Hà Tĩnh,105.9,105.92
Hatogaya-honchō,139.74,139.93
Hato Mayor,-69.26,-69.11
Hatonuevo,-72.76,-72.75
Hatsukaichi,132.33,132.47
Hattem,6.06,6.18
Hatten,8.31,8.31
Hattersheim,8.48,8.59
Hattiesburg,-89.31,-89.27
Hattingen,7.18,7.25
Hattula,24.37,24.42
Hatvan,19.66,19.81
Hat Yai,100.46,100.49
Haubourdin,2.98,3.12
Haugesund,5.27,5.27
Haukipudas,25.35,25.45
Hauppauge,-73.21,-73.18
Hausach,8.17,8.24
Hausham,11.85,11.87
Hausjärvi,25.02,25.03
Haute-Goulaine,-1.42,-1.34
Hautmont,3.92,4.07
Hauzenberg,13.62,13.81
Havana,-82.35,-82.29
Havant,-0.98,-0.81
Havelberg,12.07,12.14
Havelock,-76.89,-76.76
Havelock North,176.88,176.88
Havelte,6.23,6.28
Haverford,-75.31,-75.21
Haverhill,0.44,0.57
Haverstraw,-74.03,-73.95
Havířov,18.42,18.48
Havixbeck,7.41,7.54
Havlíčkŭv Brod,15.58,15.6
Havran,27.09,27.15
Havre,-109.68,-109.67
Havre de Grace,-76.11,-76.02
Hawaiian Beaches,-154.92,-154.87
Hawaiian Gardens,-118.07,-117.94
Hawaiian Ocean View,-155.77,-155.76
Hawaiian Paradise Park,-154.96,-154.78
Hawera,174.28,174.43
Hawick,-2.78,-2.58
Hawkesbury,-74.59,-74.4
Hawkinge,1.16,1.21
Hawkinsville,-83.48,-83.45
Haworth,-1.96,-1.87
Hawthorne,-118.34,-118.27
Hawthorn Woods,-88.06,-88.0
Haxby,-1.07,-0.93
Haya,36.39,36.53
Hayange,6.06,6.06
Hayashima,133.82,133.9
Hayden,-116.8,-116.69
Haydock,-2.66,-2.53
Hayes,-0.42,-0.41
Hayesville,-122.97,-122.95
Hayle,-5.41,-5.34
Haymā’,56.31,56.5
Haymana,32.49,32.5
Hays,-99.32,-99.28
Haysville,-97.35,-97.27
Hayward,-122.07,-121.87
Haywards Heath,-0.09,-0.01
Hazar,53.11,53.15
Hazard,-83.19,-83.05
Hazebrouck,2.53,2.72
Hazel Crest,-87.68,-87.54
Hazel Dell,-122.65,-122.55
Hazel Grove,-2.11,-1.94
Hazel Park,-83.09,-83.0
Hazelwood,-90.38,-90.22
Hazerswoude-Dorp,4.58,4.73
Hazle,-75.99,-75.87
Hazlet,-74.17,-74.09
Hazleton,-75.97,-75.92
Headley,-0.82,-0.75
Heage,-1.44,-1.27
Healdsburg,-122.86,-122.74
Healesville,145.51,145.53
Heanor,-1.35,-1.3
Hearst,-83.65,-83.63
Heath,-82.44,-82.33
Heathcote,-74.57,-74.39
Heathrow,-81.37,-81.31
Hebburn,-1.51,-1.48
Heber,-111.39,-111.34
Heber Springs,-92.03,-92.01
Hebertshausen,11.46,11.63
Hebi,114.28,114.37
Hebron,-72.39,-72.34
Hecelchakán,-90.13,-90.02
Hechi,109.6,109.7
Hechingen,8.96,8.97
Hecklingen,11.51,11.65
Heckmondwike,-1.67,-1.52
Heddesheim,8.6,8.72
Hednesford,-2.0,-1.89
Hedon,-0.19,-0.13
Hedong,129.0,129.05
Hedongcun,102.79,102.96
Heek,7.09,7.11
Heel,5.89,6.07
Heemskerk,4.67,4.74
Heemstede,4.62,4.75
Heer,5.72,5.77
Heerenveen,5.93,5.93
Heerhugowaard,4.84,4.95
Heerlen,5.98,6.09
Heesch,5.53,5.54
Hefei,117.28,117.47
Hegang,130.27,130.46
Heide,9.09,9.09
Heidelberg,8.71,8.78
Heiden,6.93,6.97
Heidenau,13.86,14.0
Heidenheim,10.15,10.28
Heihe,127.48,127.5
Heikendorf,10.2,10.27
Heilbad Heiligenstadt,10.13,10.19
Heilbronn,9.21,9.22
Heiligenhafen,10.97,11.07
Heiligenhaus,6.97,7.04
Heillecourt,6.19,6.36
Heiloo,4.7,4.87
Heilsbronn,10.79,10.83
Heimberg,7.59,7.61
Heimsheim,8.86,8.88
Heiningen,9.64,9.69
Heino,6.23,6.23
Heinola,26.03,26.04
Heinsberg,6.09,6.14
Heishanzuicun,116.93,117.02
Heishuikeng,110.52,110.55
Heist-op-den-Berg,4.72,4.87
Heitersheim,7.65,7.84
Hejiachuan,110.75,110.9
Hejiaji,109.83,110.02
Hejian,116.08,116.13
Hejin,110.7,110.82
Hekinan,137.0,137.08
Helden,6.0,6.15
Helena,-112.02,-111.87
Helena Valley Southeast,-111.91,-111.79
Helena Valley West Central,-112.06,-111.97
Helena-West Helena,-90.62,-90.53
Helensburgh,-4.73,-4.69
Heliconia,-75.73,-75.64
Heliópolis,-38.28,-38.23
Helixi,118.98,119.05
Hellam,-76.59,-76.42
Hellemmes-Lille,3.11,3.2
Hellendoorn,6.44,6.46
Hellenthal,6.43,6.61
Hellertown,-75.33,-75.29
Hellesdon,1.25,1.39
Hellevoetsluis,4.13,4.25
Helmbrechts,11.71,11.89
Helmshore,-2.32,-2.22
Helmstedt,11.01,11.01
Helotes,-98.69,-98.5
Helsa,9.67,9.69
Helsingborg,12.72,12.79
Helsinki,24.93,24.93
Helston,-5.27,-5.14
Helvecia,-60.08,-59.98
Hem,3.18,3.18
Hemau,11.78,11.89
Hemel Hempstead,-0.46,-0.39
Hemer,7.76,7.79
Hemet,-116.99,-116.97
Hemhofen,10.93,11.08
Hemmingen,9.72,9.8
Hemmoor,9.13,9.31
Hempfield,-79.58,-79.42
Hempstead,-73.6,-73.53
Hemsbach,8.65,8.67
Hemsworth,-1.35,-1.24
Hendaye,-1.77,-1.64
Henderson,-115.03,-114.86
Hendersonville,-86.59,-86.42
Hendon,-0.22,-0.14
Hendrik-Ido-Ambacht,4.63,4.66
Hendron,-88.64,-88.48
Henfield,-0.27,-0.12
Hengbei,115.73,115.75
Hengelo,6.3,6.36
Hengersberg,13.05,13.21
Hengkou,108.76,108.89
Hengnan,113.24,113.35
Hengoed,-3.23,-3.04
Hengshui,115.68,115.75
Hengyang,112.58,112.67
Hengzhou,109.26,109.41
Henichesk,34.79,34.95
Hénin-Beaumont,2.95,3.14
Henley on Thames,-0.89,-0.86
Hennebont,-3.27,-3.12
Hennigsdorf,13.2,13.32
Henrietta,-77.64,-77.53
Henryetta,-95.98,-95.95
Hensies,3.68,3.71
Henstedt-Ulzburg,10.0,10.13
Heppenheim,8.64,8.72
Herāt,62.17,62.18
Herbignac,-2.31,-2.12
Herbolzheim,7.77,7.78
Herborn,8.3,8.38
Herbrechtingen,10.17,10.23
Herceg Novi,18.53,18.66
Herculândia,-50.38,-50.18
Hercules,-122.25,-122.13
Herdecke,7.43,7.46
Herdorf,7.95,8.13
Heredia,-84.11,-83.95
Hereford,-2.71,-2.59
Herencia,-3.36,-3.32
Herent,4.67,4.73
Herentals,4.83,4.91
Herford,8.67,8.73
Hergiswil,8.31,8.44
Héric,-1.65,-1.62
Héricourt,6.76,6.77
Heringen,10.0,10.19
Herisau,9.27,9.4
Herk-de-Stad,5.16,5.18
Herkimer,-74.98,-74.8
Hermantown,-92.24,-92.23
Hermanus,19.3,19.49
Hermeskeil,6.94,6.99
Hermiston,-119.28,-119.15
Hermitage,-80.44,-80.32
Hermon,-68.9,-68.85
Hermosa,120.5,120.58
Hermosa Beach,-118.39,-118.34
Hermosillo,-110.95,-110.77
Hermsdorf,11.85,11.88
Hernando,-89.99,-89.94
Hernani,-1.96,-1.8
Herndon,-77.38,-77.36
Herne,7.21,7.26
Herne Bay,1.12,1.18
Heroica Caborca,-112.15,-111.99
Heroica Ciudad de Tlaxiaco,-97.67,-97.53
Heroica Guaymas,-110.89,-110.77
Heroica Matamoros,-97.5,-97.46
Heroica Nogales,-110.94,-110.89
Heroldsbach,11.0,11.09
Heroldsberg,11.15,11.27
Hérouville-Saint-Clair,-0.32,-0.24
Herrenberg,8.87,8.96
Herrera,-4.83,-4.64
Herrieden,10.5,10.53
Herriman,-112.01,-111.97
Herrin,-89.03,-88.85
Herrliberg,8.63,8.82
Herrnhut,14.74,14.76
Herrsching am Ammersee,11.18,11.21
Hersbruck,11.43,11.49
Herscheid,7.74,7.84
Hersham,-0.4,-0.26
Hershey,-76.64,-76.59
Hersin-Coupigny,2.64,2.72
Herstal,5.63,5.75
Herten,7.13,7.19
Hertford,-0.07,-0.04
Herval,-53.39,-53.26
Hervey Bay,152.87,152.97
Herxheim,8.22,8.23
Herzberg,13.23,13.28
Herzberg am Harz,10.33,10.51
Herẕliyya,34.84,34.84
Herzogenaurach,10.88,10.96
Herzogenbuchsee,7.7,7.82
Herzogenburg,15.68,15.86
Herzogenrath,6.1,6.21
Heshan,112.95,112.98
Heshancun,120.36,120.5
Heshangtian,115.65,115.81
Hesperia,-117.31,-117.16
Hessisch Lichtenau,9.71,9.87
Hessisch Oldendorf,9.25,9.28
Hessle,-0.43,-0.33
Heswall,-3.09,-2.92
Hetane,-6.8,-6.6
Heṭauḍā,85.03,85.1
Heteren,5.75,5.78
Hethersett,1.18,1.24
Hettange-Grande,6.15,6.19
Hetton le Hole,-1.44,-1.3
Hettstedt,11.5,11.53
Heubach,9.93,9.97
Heuchelheim,8.63,8.81
Heumen,5.84,6.0
Heusenstamm,8.8,8.86
Heusweiler,6.93,7.05
Heves,20.28,20.31
Hewitt,-97.19,-97.1
Hewlett,-73.69,-73.55
Hexham,-2.1,-1.94
Hexiang,109.63,109.76
Heybridge,0.68,0.85
Heydərabad,44.84,44.88
Heyin,101.42,101.43
Heysham,-2.89,-2.83
Heythuysen,5.89,6.06
Heyuan,114.69,114.69
Heyunkeng,112.91,113.03
Heywood,-2.21,-2.03
Heze,115.43,115.6
Hezhou,111.54,111.6
Hezuo,102.91,103.02
Hialeah,-80.3,-80.25
Hialeah Gardens,-80.35,-80.26
Hiawatha,-91.69,-91.51
Hibbing,-92.94,-92.8
Hickam Housing,-157.94,-157.81
Hickory,-81.32,-81.14
Hickory Hills,-87.82,-87.69
Hicksville,-73.52,-73.41
Hidaka,139.33,139.5
Hidalgo,-98.24,-98.22
Hidalgotitlán,-94.63,-94.57
Hiddenhausen,8.61,8.79
Hidden Valley,-84.84,-84.65
Hidden Valley Lake,-122.55,-122.41
Hidrolândia,-40.43,-40.31
Higashi-Hiroshima,132.73,132.74
Higashikyōshin,130.97,131.01
Higashimatsushima,141.21,141.31
Higashi-Matsuyama,139.4,139.46
Higashimurayama,139.46,139.59
Higashine,140.39,140.54
Higashiōmi,136.2,136.29
Higashi-ōsaka,135.6,135.65
Higashiyamato,139.42,139.59
High Ackworth,-1.33,-1.2
Higham Ferrers,-0.58,-0.38
High Blantyre,-4.09,-4.02
Highbridge,-2.97,-2.92
Highbury,-0.09,0.04
Highfields,151.94,151.99
Highgate,-0.14,-0.11
Highgrove,-117.3,-117.23
Highland,-117.16,-116.99
Highland City,-81.87,-81.67
Highland Heights,-81.46,-81.4
Highland Lakes,-86.64,-86.57
Highland Park,-74.42,-74.4
Highlands,-74.0,-73.95
Highland Springs,-77.32,-77.23
Highlands Ranch,-104.97,-104.95
Highland Village,-97.06,-96.94
High Point,-79.99,-79.86
High River,-113.87,-113.84
High Springs,-82.59,-82.4
Hightstown,-74.52,-74.42
Highwood,-87.81,-87.72
Highworth,-1.71,-1.55
High Wycombe,-0.74,-0.65
Higuera de Zaragoza,-109.28,-109.08
Higüey,-68.71,-68.56
Hihyā,31.59,31.63
Hiji,131.53,131.68
Hijuelas,-71.16,-71.01
Hikari,131.94,131.96
Hikawadai,130.67,130.71
Hikone,136.25,136.31
Hilchenbach,8.1,8.24
Hildburghausen,10.72,10.85
Hilden,6.93,7.03
Hildesheim,9.94,10.04
Hillandale,-76.97,-76.79
Hillcrest,-74.03,-73.94
Hillcrest Heights,-76.96,-76.83
Hille,8.75,8.78
Hillerød,12.31,12.31
Hilliard,-83.15,-83.07
Hillsboro,-122.93,-122.73
Hillsborough,-74.67,-74.6
Hillsdale,-84.63,-84.58
Hillside,-74.22,-74.08
Hilltown,-75.25,-75.08
Hillview,-85.68,-85.67
Hilmar-Irwin,-120.85,-120.68
Hilo,-155.08,-155.05
Hilongos,124.75,124.76
Hilpoltstein,11.18,11.24
Hilsea,-1.07,-0.91
Hilter,8.14,8.23
Hilton,-77.79,-77.6
Hilton Head Island,-80.74,-80.71
Hilvarenbeek,5.13,5.21
Hilversum,5.18,5.26
Hilzingen,8.78,8.79
Himamaylan,122.86,122.88
Himberg,16.43,16.59
Himi,136.98,137.01
Himmelpforten,9.3,9.38
Hinabangan,125.06,125.07
Hinatuan,126.33,126.48
Hînceşti,28.59,28.78
Hinche,-72.0,-71.94
Hinckley,-1.37,-1.31
Hindang,124.8,124.93
Hindley,-2.56,-2.4
Hindon Hill,-78.73,-78.58
Hindupur,77.48,77.48
Hinesville,-81.61,-81.52
Hingham,-70.88,-70.75
Hingyon,121.11,121.17
Hinigaran,122.85,122.96
Hino,139.39,139.51
Hinojosa del Duque,-5.13,-5.07
Hinsdale,-87.92,-87.89
Hinte,7.2,7.24
Hinthada,95.46,95.5
Hinton,-117.56,-117.45
Hinunangan,125.2,125.32
Hinundayan,125.25,125.39
Hinwil,8.84,8.93
Hipadpad,125.23,125.27
Hipperholme,-1.81,-1.76
Hiraizumi,141.11,141.11
Hirakawachō,140.56,140.67
Hiranai,140.95,141.06
Hirao,132.07,132.17
Hiratsuka,139.34,139.35
Hirayama,130.5,130.63
Hîrbovăţ,29.35,29.41
Hirnyk,37.36,37.51
Hiroo,143.31,143.44
Hiroshima,132.44,132.58
Hirrīyat Raznah,31.53,31.6
Hirschaid,10.98,11.11
Hirschau,11.94,11.95
Hirslen,8.56,8.62
Hirson,4.08,4.16
Hisar,75.73,75.85
Hisor,68.53,68.72
Ḩisyā’,36.75,36.94
Hīt,42.82,42.98
Hitachi,140.65,140.66
Hitachi-Naka,140.53,140.55
Hitachiomiya,140.41,140.45
Hitachi-ota,140.53,140.55
Hitchcock,-95.02,-94.96
Hitchin,-0.28,-0.08
Hithadhoo,73.08,73.22
Hitra,8.85,8.91
Hittfeld,9.98,10.05
Hitzendorf,15.3,15.32
Hitzkirch,8.26,8.41
Hjärup,13.14,13.32
Hjo,14.27,14.33
Hlatikulu,31.31,31.38
Hlinsko,15.9,16.0
Hlohovec,17.8,17.85
Hluboká nad Vltavou,14.43,14.6
Hlučín,18.19,18.25
Hlukhiv,33.9,34.04
Hlybokaye,27.68,27.83
Hnivan,28.35,28.49
Hnúšťa,19.95,20.03
Ho,0.47,0.55
Hòa Bình,105.33,105.35
Hobart,147.32,147.49
Hobbs,-103.16,-102.98
Hobe Sound,-80.14,-79.96
Hoboken,-74.02,-73.98
Hobøl,10.94,10.99
Höchberg,9.88,9.93
Hochdorf,8.28,8.37
Hochheim am Main,8.35,8.51
Ho Chi Minh City,106.63,106.81
Höchst,9.64,9.83
Höchstadt an der Aisch,10.8,10.98
Höchstädt an der Donau,10.56,10.6
Höchst im Odenwald,8.99,9.01
Hockenheim,8.54,8.59
Hockessin,-75.68,-75.64
Hockinson,-122.48,-122.45
Hockley,0.63,0.77
Hoddesdon,-0.01,0.03
Hod HaSharon,34.88,35.03
Hódmezővásárhely,20.31,20.46
Hodonín,17.13,17.29
Hodoš,16.33,16.5
Hödrögö,96.78,96.88
Hoek van Holland,4.13,4.15
Hœnheim,7.75,7.84
Hoensbroek,5.93,5.95
Hoeryŏng,129.75,129.79
Hoeselt,5.48,5.58
Hoevelaken,5.45,5.62
Hoeven,4.58,4.68
Hof,11.91,11.93
Hofbieber,9.83,9.96
Hoffman Estates,-88.14,-88.03
Hofgeismar,9.38,9.42
Hofheim,8.44,8.55
Hofheim in Unterfranken,10.51,10.68
Höfn,-15.21,-15.07
Hōfu,131.56,131.69
Höganäs,12.57,12.64
Hohberg,7.9,8.05
Hohenau,-55.75,-55.63
Hohenbrunn,11.7,11.81
Hohenems,9.66,9.73
Hohenhameln,10.06,10.09
Höhenkirchen-Siegertsbrunn,11.73,11.76
Hohenlockstedt,9.61,9.77
Hohenmölsen,12.09,12.15
Hohen Neuendorf,13.28,13.33
Hohenstein-Ernstthal,12.71,12.79
Hohenwestedt,9.66,9.75
Hoh Ereg,111.44,111.52
Hohhot,111.66,111.83
Hohoe,0.47,0.61
Höhr-Grenzhausen,7.67,7.72
Hội An,108.33,108.44
Hoima,31.34,31.43
Hokitika,170.96,171.01
Hokota,140.51,140.52
Hokuto,140.65,140.83
Hola,40.03,40.03
Hola Prystan,32.51,32.7
Holbeach,0.01,0.04
Holborn,-0.11,0.03
Holbrook,-73.07,-73.06
Holden,-71.86,-71.68
Holdenville,-96.4,-96.25
Holdorf,8.12,8.28
Holdrege,-99.37,-99.28
Holešov,17.57,17.76
Holguín,-76.26,-76.14
Holíč,17.16,17.21
Holice,15.98,16.08
Holiday,-82.74,-82.59
Holiday City-Berkeley,-74.27,-74.14
Hollabrunn,16.08,16.08
Holladay,-111.82,-111.7
Holland,-86.09,-85.98
Holle,10.15,10.2
Hollfeld,11.29,11.44
Hollidaysburg,-78.39,-78.28
Hollington,0.54,0.57
Hollins,-79.95,-79.81
Hollinwood,-2.14,-1.96
Hollis,-71.58,-71.43
Hollister,-121.39,-121.38
Holliston,-71.44,-71.4
Hollola,25.51,25.7
Holly,-83.62,-83.49
Holly Hill,-81.04,-80.99
Hollymead,-78.43,-78.29
Holly Springs,-78.83,-78.71
Hollywood,-80.16,-80.05
Holmdel,-74.17,-74.16
Holmen,-91.26,-91.24
Holmes Chapel,-2.35,-2.25
Holmestrand,10.31,10.35
Holmfirth,-1.78,-1.67
Holon,34.76,34.87
Holt,-84.53,-84.42
Holten,6.41,6.53
Holtsville,-73.04,-72.86
Holtville,-115.37,-115.29
Holualoa,-155.92,-155.91
Holubivske,38.64,38.78
Holyhead,-4.63,-4.61
Holyoke,-72.64,-72.54
Holýšov,13.1,13.26
Holytown,-3.97,-3.8
Holywell,-3.22,-3.13
Holywood,-5.84,-5.81
Holzgerlingen,9.01,9.16
Holzkirchen,11.7,11.89
Holzminden,9.44,9.6
Holzwickede,7.61,7.64
Homa Bay,34.45,34.46
Homberg,9.0,9.12
Hombourg-Haut,6.77,6.87
Hombrechtikon,8.77,8.85
Homburg,7.33,7.45
Homeacre-Lyndora,-79.92,-79.86
Homécourt,5.99,6.09
Home Gardens,-117.51,-117.34
Homeland,-117.11,-116.99
Homeland Park,-82.65,-82.62
Homer,-76.17,-76.08
Homer Glen,-87.94,-87.93
Homestead,-80.44,-80.43
Homestead Meadows North,-106.17,-106.0
Homestead Meadows South,-106.16,-106.13
Homewood,-86.8,-86.61
Homocea,27.24,27.39
Homosassa Springs,-82.53,-82.41
Homs,36.71,36.81
Homun,-89.28,-89.12
Homyel’,30.98,31.11
Honchō,139.52,139.55
Honda,-74.73,-74.64
Hondo,-99.16,-99.1
Honeoye Falls,-77.59,-77.43
